NombreIniciativa,CantidadOrganizaciones,LineaFinanciamiento,ParticipacionCiudadana,TransparenciaRendicionCuentas,PeriodismoDatos,MapeoCiudadano,MonitoreoServiciosPublicos,UsoDatosAbiertos,OtraTematica,OrgNombreOrganizacion,OrgTipoOrganizacion,OrgPais,OrgCiudad,OrgWeb,OrgPrincipalAlinza,OrgDesarrolloPlataformasAplicativosTecnologicos,OrgVariosPaises,OrgSpinOffIncubacion,OrgParticipacionCiudadana,OrgTransparenciaRendicionCuentas,OrgParlamentoAbierto,OrgComprasPublicas,OrgPeriodismoDatos,OrgMapeoCiudadano,OrgMonitoreoServiciosPublicos,OrgOtraTematica,EscalamientoPlataformaExistente,AdaptacionPlataformaExistente,DesarrolloPlataformaNueva,Otros
DESARROLLO DE UNA APLICACIÓN DIGITAL PARA INTEGRAR A SECTORES SOCIALES  EXCLUIDOS DEL MERCADO LABORAL,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,0,,Universidad Nacional de Rio Negro. ,Universidad,Argentina,Viedma,http://www.unrn.edu.ar/,Sí,Sí,No,No,1,0,1,0,0,0,1,,0,0,1,
Plataforma local de combate a la corrupción y participación ciudadana ,1,Iniciativas ya existentes,1,1,1,1,0,1,,Borde Político A.C.,Organización civil sin fines de lucro,México,Ciudad de México,incorruptible.mx,Sí,Sí,No,No,1,1,1,0,1,1,0,,1,0,1,"Revisar la usabilidad de la aplicación UX y optimizar la tecnología de la aplicación beta.
Generar una aplicación en C-KAN de datos abiertos para consumir la base da datos de la aplicación y un API para conectar otras aplicaciones de denuncia."
Observatorio de Prisiones,2,Iniciativas ya existentes,0,1,0,0,0,1,Monitoreo de situaciones de derechos humanos en el sistema penitenciario,Documenta: Análisis y Acción para la Justicia Social A.C.,Organización civil sin fines de lucro,México,Ciudad de México,http://observatorio-de-prisiones.documenta.org.mx/,Sí,Sí,No,No,0,1,0,0,0,0,0,Monitoreo de situaciones de derechos humanos en el sistema penitenciario / Datos abiertos,1,0,0,
Observatorio de Prisiones,2,Iniciativas ya existentes,0,1,0,0,0,1,,"VISUAL REPORTING TECHNOLOGIES, S. DE R.L. DE C.V.",Empresa privada (startup),México,Ciudad de México,http://virkapp.com/,No,Sí,Si,No,1,1,1,1,1,1,1,,1,0,0,
Plataforma digital de participación ciudadana en Congresos locales,1,Iniciativas ya existentes,1,1,1,0,0,1,,BORDE POLÍTICO A.C.,Organización civil sin fines de lucro,México,Ciudad de México,bordepolitico.com,Sí,Sí,No,No,1,1,1,0,1,1,0,,0,1,1,"El desarrollo tecnológico para este proyecto, supone la adaptación de la aplicación nacional de seguimiento al Poder Legislativo Federal con la que ya contamos a los órganos legislativos estatales mencionados (Puebla, Jalisco, Ciudad de México y Nuevo León), generando un desarrollo flexible que permita, en un segundo proceso, adaptar la aplicación web a cualquier órgano legislativo (estatal, federal y municipal).
Del mismo modo, se busca generar una aplicación para dispositivos móviles que funcionen de manera similar a la aplicación web que sea flexible y apropiable donde se integre la información de los órganos legislativos estatales y federales."
"Participación Ciudadana Transparente, una plataforma amigable ",2,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,"Capítulo Chileno de Transparencia Internacional, Chile Transparente",Organización civil sin fines de lucro,Chile,Santiago,www.chiletransparente.cl,Sí,Sí,Si,No,1,1,0,0,0,0,1,,0,0,1,
"Participación Ciudadana Transparente, una plataforma amigable ",2,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,Asociación Chilena de Voluntarios,Organización civil sin fines de lucro,Chile,Santiago,,No,No,No,No,1,1,0,0,0,0,0,,0,0,1,
Laboratorio para la Acción Pública - APPTA,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Laboratorio para la Acción Pública,Empresa privada (startup),Colombia,Bogotá,www.accionpublica.info,Sí,Sí,No,No,1,1,1,0,1,1,1,,1,1,0,
Tecnología y Datos - Enlace entre la población y la Policía Nacional del Ecuador,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Smart Data Services,Empresa privada (startup),Ecuador,Quito,www.smartdataservices.tech,Sí,Sí,No,No,0,1,0,0,1,0,0,,0,0,1,
Tecnología y Datos - Enlace entre la población y la Policía Nacional del Ecuador,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Policía Nacional del Ecuador,Ente gubernamental,Ecuador,Quito,www.policiaecuador.gob.ec/dnpj/,No,No,No,No,1,1,0,1,0,0,0,,0,0,1,
Entre Vecinos,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,1,,Fundación Democracia y Desarrollo,Organización civil sin fines de lucro,Chile,Santiago,www.fdd.cl,Sí,Sí,No,No,1,0,0,0,0,1,0,,0,0,1,
El Presupuesto Comunitario,1,Iniciativas ya existentes,1,1,0,0,0,1,,Committee for a Better New Orleans/Comité por una mejor Nueva Orleans ,Organización civil sin fines de lucro,Otro,New Orleans,cbno.org,Sí,Sí,No,No,1,1,1,0,0,1,0,,1,1,0,
Sistematización de la gestión y divulgación de la información pública de ordenamiento territorial del Municipio de Yopal,1,Desarrollo de nuevas iniciativas,0,0,0,1,0,1,mejoramiento de procesos misionales,Municipio de Yopal,Ente gubernamental,Colombia,Yopal,www.yopal-casanare.gov.co,Sí,No,No,No,1,1,1,1,1,1,1,,0,0,1,
SeamOS Democracia Digital,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,Corporación Seamos - Democracia Digital,Organización civil sin fines de lucro,Colombia,Bogota,seamos.co,Sí,Sí,No,No,1,1,0,0,0,0,0,,1,0,0,
Pasameeldato.com - Escuela de Dateras Ciudadanas,2,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,"Inclusión de genero, alfabetización de datos",Fundacion Multitudes,Organización civil sin fines de lucro,Chile,Nacional,www.fundacionmultitudes.org,Sí,Sí,No,No,1,1,0,1,0,0,1,Lobby,0,0,1,
Pasameeldato.com - Escuela de Dateras Ciudadanas,2,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Fundacion Girls in Tech Chile,Organización civil sin fines de lucro,Chile,Nacional ,www.girlsintechile.com,No,Sí,No,No,0,0,0,0,1,0,0,,0,0,1,
Datasketch,1,Iniciativas de tecnología con fines de lucro,1,1,1,1,0,1,,Random Monkey SAS,Empresa privada (startup),Colombia,Bogotá,http://randommonkey.io,Sí,Sí,No,No,0,1,0,0,1,1,0,"mapas de poder, aplicaciones para toma de decisión en votaciones, visualización de datos a múltiples niveles, talleres de sensibilización con datos callejeros",0,1,1,
OJOValdivia.cl Denuncia y articulación ciudadana en línea,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,articulación ciudadana ,Cooperativa Acá Comunicaciones,Otro,Chile,valdivia,www.acacomunicaciones.cl,Sí,Sí,No,No,0,0,0,0,0,0,0,patrimonio ,0,0,1,
OJOValdivia.cl Denuncia y articulación ciudadana en línea,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,,Agrupación Biósfera,Organización civil sin fines de lucro,Chile,valdivia ,,No,No,No,No,0,0,0,0,0,1,0,,0,0,1,
Tecnología y el Mejoramiento Habitacional Urbano,1,Iniciativas de tecnología con fines de lucro,0,0,0,0,0,0,"Ciudades Sostenibles, Vivienda Progresiva y Social, Agua, Energía y Construcción","Centro de Innovación a la Vivienda (CIV), A.C.",Organización civil sin fines de lucro,México,Ciudad de México,www.civ.org.mx,Sí,No,No,Si,0,0,0,0,0,0,0,"Asesoría Técnica en Construcción, Modelos Financieros para Vivienda, Desarrollo de Vivienda Social, Construcción",0,0,1,
Plataforma Educación (nombre de trabajo),1,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,DATA Uruguay,Organización civil sin fines de lucro,Uruguay,Montevideo,http://datauy.org,Sí,Sí,No,No,1,1,1,0,1,1,1,,0,0,1,
RED TONOS CIHUATL,3,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,"Seguridad urbana, y seguridad de las mujeres en espacios públicos","Agencia Metropolitana de Seguridad, Laboratorio de Políticas Públicas",Ente gubernamental,México,Área Metropolitana de Guadalajara,www.ams.gob.mx,No,Sí,No,Si,1,1,0,0,0,1,1,,0,0,1,
RED TONOS CIHUATL,3,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,"CEDAM-Cultura y Educación para el Desarrollo y la Autonomía en México, A.C.",Organización civil sin fines de lucro,México,"Cuernavaca, Morelos",,Sí,No,No,No,1,0,0,0,0,1,1,,0,0,1,
RED TONOS CIHUATL,3,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Zapopan Lab,Organización civil sin fines de lucro,México,Guadalajara,facebook.com/zapopanlab,No,Sí,No,No,1,1,0,0,1,1,1,,0,0,1,
PROJETO GUARDIÕES DO CARIRI - CIDADE MODELO MAURITI-CE,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,UTILIZAÇÃO DE CÂMERAS DE MONITORAMENTO PARA PREVENÇÃO À PRATICAS DELITUOSAS,CENTRO DE EDUCAÇÃO E ASSESSORIA POPULAR MAURITI-CE ,Organización civil sin fines de lucro,Brasil,MAURITI-CE,https://www.facebook.com/cedap.mauriti.3,Sí,Sí,No sabe / No responde,Si,1,1,1,1,1,1,1,"Assessoria, Consultoria e execução  comprovada para projetos, planos de policiamento ostensivo  da área de Segurança Pública comprovada PMCE",1,1,1,
Observatorio del Gasto Fiscal,2,Iniciativas ya existentes,0,1,1,1,1,1,,Fundación Contexto Ciudadano,Organización civil sin fines de lucro,Chile,Santiago de Chile,www.observatoriofiscal.cl,Sí,Sí,No,No,0,1,0,1,1,0,1,,0,1,1,
Observatorio del Gasto Fiscal,2,Iniciativas ya existentes,0,1,1,1,1,1,,"Universidad de Santiago de Chile, Facultad de Administración y Economía",Universidad,Chile,Santiago,http://www.fae.usach.cl/ ,No,No,No,No,0,1,0,1,0,0,1,,0,1,1,
México en Datos,1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Gobierno Fácil,Empresa privada (startup),México,Puebla,www.gobiernofacil.com,Sí,Sí,No,No,1,1,0,1,1,1,1,,0,0,1,
Lupa DCA,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,1,,"Instituto Metropolitano de Profissionalização, Arte, Cultura e Oportunidades - IMPACTO",Organización civil sin fines de lucro,Brasil,Jaboatao dos Guararapes,,Sí,No,No,No,1,0,0,0,0,1,1,,0,0,1,
Quiero Mi Guatemala Transparente,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Unidad Positiva Para El Desarrollo Ciudadano - UPDC,Organización civil sin fines de lucro,Guatemala,Guatemala,,Sí,No,No,No,1,0,0,0,0,0,0,,0,0,1,
ChatBot cívico para el fortalecimiento de la gestión de denuncias ciudadanas en la Municipalidad de Quetzaltenango,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,0,,Asociación Civil Guatecambia,Organización civil sin fines de lucro,Guatemala,GUATEMALA,www.guatecambia.org.gt ,Sí,Sí,No,No,1,0,1,0,0,0,0,,0,1,1,
SaludX,1,Iniciativas de tecnología con fines de lucro,0,1,0,1,1,0,Sistema de Salud,Cristian Damián Cazón,Otro,Argentina,Palpalá,www.xerex.com.ar,Sí,Sí,No,No,0,1,0,0,0,0,0,,0,0,1,
Construyendo caminos seguros,1,Iniciativas ya existentes,1,1,0,0,1,1,,ASI - Asesores para la Inversión Social,Empresa privada (no incluye startup),México,Ciudad de México,www.aisocial.com.mx,Sí,Sí,No,No,1,1,0,0,0,0,0,,0,1,0,
Promoción de Buenas Prácticas de Gestión y Transparencia en Organizaciones Sin Fines de Lucro,1,Desarrollo de nuevas iniciativas,0,1,0,0,0,0,"Capacitación en gestión de organizaciones sociales, fomento de cooperación entre donantes y organizaciones sociales",Fundación Desarrollo Social Lealtad Chile,Organización civil sin fines de lucro,Chile,Santiago,www.fundacionlealtadchile.org,Sí,Sí,No,Si,0,0,0,0,0,0,0,Actualmente estamos en proceso de mejorar nuestra página web que ofrecerá información pública y rigurosa sobre el tercer sector en Chile y que facilitará el contacto de organizaciones sociales con potenciales donantes,1,0,0,
Burocratas,3,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,Voto informado y control social,Xue Colombia LTDA,Empresa privada (no incluye startup),Colombia,Bogotá,http://www.xuecolombia.com,Sí,Sí,No,No,1,1,0,1,0,0,1,Gestión documental para entidades del Estado,1,0,0,
Burocratas,3,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Corporación Con Tacto Local,Organización civil sin fines de lucro,Colombia,Bogotá,http://www.contactolocal.org,No,No,No,No,0,0,0,0,0,0,0,"Experiencia en capacitación, divulgación e implementación en territorio de proyectos de transparencia y participación ciudadana",1,0,0,
Burocratas,3,Desarrollo de nuevas iniciativas,1,1,0,0,0,1,,Fundación Karisma,Organización civil sin fines de lucro,Colombia,Bogotá,karisma.org.co,No,No,No,No,0,0,0,0,0,0,0,No ha desarrollado aplicaciones y plataformas. Ha acompañado diversos procesos relacionados con uso de tecnología para temas de gobierno abierto,1,0,0,
TU CONTEO ,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,GRUPO DE INOVACION E INTELIGENCIA CIUDADANA ,Organización civil sin fines de lucro,México,Ciudad de Mexico,www.tuconteo.com,Sí,Sí,No,No,1,1,0,0,1,1,1,,1,1,0,
"Blockchain, transparencia y servicios públicos ",2,Iniciativas de tecnología con fines de lucro,1,1,0,0,1,0,,Prince Consulting (KMT BUSINESS EDUCATION SA),Empresa privada (no incluye startup),Argentina,Ciudad de Buenos Aires,www.princeconsulting.biz,Sí,Sí,Si,No,1,1,0,0,0,0,0,,0,0,1,
"Blockchain, transparencia y servicios públicos ",2,Iniciativas de tecnología con fines de lucro,1,1,0,0,1,0,,Mismatica Management (Sistemas de gestión Mismatica Chile Limitada),Empresa privada (no incluye startup),Chile,"Las Condes, Región Metropolitana",www.mismatica.com,No,Sí,Si,No,1,1,1,0,0,1,1,,0,0,1,
Obras de Mi Ciudad,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Fundación Nacional para el Desarrollo (FUNDE),Organización civil sin fines de lucro,El Salvador,San Salvador,www.funde.org,Sí,No,No,No,1,0,1,0,0,0,0,,0,0,1,
Hecha la Ley,2,Desarrollo de nuevas iniciativas,0,1,1,0,0,0,,Directorio Legislativo,Organización civil sin fines de lucro,Argentina,Ciudad Autónoma de Buenos Aires,directoriolegislativo.org,Sí,No,Si,No,1,1,1,0,0,0,0,,1,0,0,
Hecha la Ley,2,Desarrollo de nuevas iniciativas,0,1,1,0,0,0,,Democracia en Red,Organización civil sin fines de lucro,Argentina,Buenos Aires,democraciaenred.org ,No,Sí,No,No,1,0,1,0,0,0,0,,1,0,0,
Vigilamos,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,0,1,,Vigilamos,Empresa privada (startup),México,Ciudad de México,vigilamos.io,Sí,Sí,Si,No,1,0,0,0,0,1,0,,1,0,1,
Congreso Público: Tecnología cívica para una democracia inclusiva,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Exxact Negocios Digitales SPA,Empresa privada (no incluye startup),Chile,Santiago de Chile,http://www.exxact.biz/,No,Sí,No,No,1,0,0,0,0,1,0,"Internet de las cosas, marketing digital",0,0,1,
Congreso Público: Tecnología cívica para una democracia inclusiva,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Congreso Público,Organización civil sin fines de lucro,Chile,Santiago de Chile,www.congresopublico.com,Sí,Sí,No,No,1,1,1,0,0,1,0,,0,0,1,
Desarrollo de proyectos de placemaking creativos desde comunidades,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,Fundación Nuevas Contingencias Sociales,Organización civil sin fines de lucro,Chile,Santiago,www.fundacionNCS.org,Sí,Sí,No,No,0,0,0,0,0,0,0,"Cultura, evaluación de impacto social asociado a cultura",0,0,1,
Iniciativa Educação Aberta Brasil,1,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,recursos educativos abertos (REA),Instituto Educadigital,Organización civil sin fines de lucro,Brasil,São Paulo,www.educadigital.org.br,Sí,Sí,No,No,1,0,0,0,0,1,0,educação aberta e recursos educacionais abertos,0,1,1,
CocoZap,2,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,,Observatório de Favelas do Rio de Janeiro,Organización civil sin fines de lucro,Brasil,Rio de Janeiro,http://observatoriodefavelas.org.br/,Sí,Sí,No,No,1,0,0,0,1,1,0,,0,0,1,
CocoZap,2,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,,Casa Fluminense,Organización civil sin fines de lucro,Brasil,Rio de Janeiro,http://casafluminense.org.br/,No,No,No,No,1,1,0,0,0,0,1,,0,0,1,
Fundación LA Network,1,Iniciativas ya existentes,1,0,1,1,0,1,"Ciudadanía Sostenible, Nueva Agenda Urbana, Educación y Cultura",Fundación LA Network,Organización civil sin fines de lucro,Colombia,Medellín,http://la.network/,Sí,Sí,Si,No,1,0,0,0,1,1,0,"Red Colaborativa, Generación de contenido, investigación comparada de ciudades",1,0,1,
Infraestructura Visible,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Facultad de Ingenería Universidad de los Andes,Universidad,Colombia,Bogotá,ingenieria.uniandes.edu.co,Sí,Sí,No,No,1,1,0,1,1,1,1,,0,0,1,
Presupuesto Participativo,1,Iniciativas ya existentes,1,1,1,0,1,1,,Centro de Estudios Ambientales y Sociales (CEAMSO),Organización civil sin fines de lucro,Paraguay,Asunción,www.ceamso.org.py,Sí,Sí,No,No,1,1,0,1,0,0,1,,1,1,0,
Red Social de Sustentabilidad,1,Desarrollo de nuevas iniciativas,1,1,0,1,0,1,,Fundación Naturaleza para el Futuro (FUNAFU),Organización civil sin fines de lucro,Argentina,Buenos Aires,http://www.naturalezaparaelfuturo.org,Sí,Sí,No,No,0,0,0,0,0,0,0,Desarrollador cívico. Observatorios Locales de Sustentabilidad http://www.naturalezaparaelfuturo.org/observatorios/,0,1,1,
Portal de Transparencia de Gastos de Gobiernos Locales (subnacionales) + Engage cívico,4,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Datos Concepcion,Empresa privada (startup),Argentina,Concepción del Uruguay,www.datosconcepcion.com.ar,No,Sí,Si,No,1,1,0,1,1,1,1,,0,0,1,
Portal de Transparencia de Gastos de Gobiernos Locales (subnacionales) + Engage cívico,4,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,"Municipalidad de Concepción del Uruguay, Dirección de Control del Gasto",Ente gubernamental,Argentina,Concepción del Uruguay,www.cdeluruguay.gov.ar,No,No,No,No,0,1,0,0,0,0,1,,0,0,1,
Portal de Transparencia de Gastos de Gobiernos Locales (subnacionales) + Engage cívico,4,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Asociación Pro Arte,Organización civil sin fines de lucro,Argentina,Concepción del Uruguay,http://amigosdelamusicacdelu.blogspot.com.ar/,Sí,No,No,No,0,0,0,0,0,0,0,"Actividades solidarias, conciertos de música, iniciativas de bien público",0,0,1,
Portal de Transparencia de Gastos de Gobiernos Locales (subnacionales) + Engage cívico,4,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Subsidios Claros,Empresa privada (startup),Uruguay,Paysandú,http://subsidios.uy/,No,Sí,No,No,0,1,0,1,1,0,0,,0,0,1,
MuniTIC,1,Iniciativas ya existentes,1,1,0,1,1,1,,Colnodo – Asociación Colombiana de Organizaciones No Gubernamentales para la Comunicación Vía Correo Electrónico,Organización civil sin fines de lucro,Colombia,Bogotá,http://www.colnodo.apc.org,Sí,Sí,No,No,1,1,0,0,0,1,0,,1,0,0,
Plataforma Democracia Digital,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,eMAGIC,Empresa privada (startup),Ecuador,Quito,www.emagic.ec,No,Sí,No,No,1,1,0,1,0,0,0,,0,0,1,
Plataforma Democracia Digital,2,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,Fundación Democracia Digital ECUADOR,Organización civil sin fines de lucro,Ecuador,Quito,www.democraciadigital.ec,Sí,Sí,No,No,1,1,0,0,0,1,1,,0,0,1,
Obra Chueca,2,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Ruta Cívica,Organización civil sin fines de lucro,México,México,www.rutacivica.org,Sí,Sí,No,Si,1,1,0,0,0,1,0,"Embajadora de CiviCRM (CRM de código abierto para organizaciones especializado en incidencia políticas públicas) en México. Previamente, la directora trabajó en una plataforma sobre el sector de sociedad civil y filantropía, especializado en Transparencia de fondos privados y públicos (fondosalavista.mx).",1,1,0,
Obra Chueca,2,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Visual Reporting Technologies S de RL de CV,Empresa privada (startup),México,Ciudad de México,www.virkapp.com,No,Sí,Si,No,1,1,1,1,1,1,1,,1,1,0,
"""Banca Imaginária,a cultura brasileira em movimento""",1,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,ocupação de espaços públicos com atividades culturais,Instituto Para o Desenvolvimento Racional das Cidades,Organización civil sin fines de lucro,Brasil,São Paulo,www.bancaimaginaria.tv@gmail.com,Sí,Sí,No,No,1,0,0,0,0,1,0,divulgação de projetos culturais,0,0,1,
Click Social,2,Desarrollo de nuevas iniciativas,1,1,0,1,0,1,,"Plan B para el Desarrollo, AC",Organización civil sin fines de lucro,México,Ciudad de México,,Sí,Sí,No,No,1,1,1,0,0,1,1,,0,0,1,
Click Social,2,Desarrollo de nuevas iniciativas,1,1,0,1,0,1,,"Sociedad en Movimiento, AC",Organización civil sin fines de lucro,México,Ciudad de México,www.senm.org.mx,No,Sí,No,No,1,1,1,0,0,1,0,,0,0,1,
Sistema Háblame de Respeto,1,Iniciativas ya existentes,1,0,1,1,0,0,,Fundación Latitudes ,Organización civil sin fines de lucro,El Salvador,San Salvador,WWW.hablamederespeto.org,Sí,Sí,Si,No,1,0,0,0,1,1,0,,1,0,0,
GERICO Gestión de Riesgo de Colombia,1,Iniciativas ya existentes,0,0,0,0,0,0,administración de indemnizaciones de seguros,GERICO,Otro,Colombia,BOGOTA,,Sí,No,No,No,0,0,0,0,0,0,0,gestión documental,0,0,1,
App para la inclusión y el respeto a la Sociedad Civil,1,Desarrollo de nuevas iniciativas,1,1,0,1,0,0,,Redlad ,Organización civil sin fines de lucro,Otro,Bogotá,www.redlad.org,Sí,No,Si,No,0,0,0,0,0,1,0,,0,0,1,
Impacto Ciudad,1,Iniciativas ya existentes,1,1,0,1,0,0,,Guarumo,Empresa privada (no incluye startup),Colombia,Bucaramanga,www.guarumo.com,Sí,Sí,Si,No,1,1,0,0,0,1,1,,1,0,0,
Bgood Smart Philanthropy,1,Iniciativas ya existentes,0,1,0,0,0,0,Fundraising para ONG,Bgood Smart Philanthropy,Empresa privada (startup),Uruguay,Montevideo,www.bgood.life,Sí,Sí,No,No,0,1,0,0,0,0,0,Fundraising para ONG,1,0,1,
MI CONCEJO,1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,Control social,Fundación Cívico Social Pro Cartagena - FUNCICAR,Organización civil sin fines de lucro,Colombia,Cartagena,www.funcicar.org,Sí,Sí,No,No,0,1,0,0,1,0,0,,0,0,1,
Innovación cívica para la mejora del transporte público en Mendoza,3,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Fundación Centro Latinoamericano de Derechos Humanos,Organización civil sin fines de lucro,Argentina,Mendoza,www.cladh.org,Sí,Sí,Si,No,1,1,0,0,1,1,1,,0,0,1,
Innovación cívica para la mejora del transporte público en Mendoza,3,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Creapption,Empresa privada (startup),Argentina,Mendoza,www.creapption.co,No,Sí,No,No,1,1,0,0,0,1,1,,0,0,1,
Innovación cívica para la mejora del transporte público en Mendoza,3,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Nuestra Mendoza,Organización civil sin fines de lucro,Argentina,Mendoza,www.nuestramendoza.org.ar,No,Sí,No,Si,1,1,0,0,0,1,1,,0,0,1,
Mapa Cívico Nicaragua,2,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Fundación Grupo Cívico Ética y Transparencia (EyT),Organización civil sin fines de lucro,Nicaragua,Managua,www.eyt.org.ni,Sí,No,No,No,1,1,0,1,1,1,1,"Observacion Electoral, Evaluacion de Programas Estatales, Denuncia Ciudadana, Administracion de Fondo de Donaciones a terceras organizaciones",0,0,1,
Mapa Cívico Nicaragua,2,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Kronoscode,Empresa privada (no incluye startup),Nicaragua,Managua,www.kronoscode.com,No,Sí,Si,No,1,1,0,1,1,1,1,,0,0,1,
Bicimapa App ,1,Iniciativas ya existentes,0,0,0,1,1,1,Movilidad ciclo inclusiva y big data,Centro Bicicultura,Organización civil sin fines de lucro,Chile,Santiago,www.bicicultura.cl,Sí,Sí,No,No,1,0,1,0,1,1,1,"Movilidad sostenible, transporte, desarrollo urbano",1,0,0,
Estacionamiento Inteligente,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Centro Latinoamericano de Derechos Humanos,Organización civil sin fines de lucro,Argentina,Mendoza,www.cladh.org,No,Sí,Si,No,1,1,0,0,1,1,1,,0,1,0,
Estacionamiento Inteligente,2,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Creapption,Empresa privada (startup),Argentina,Mendoza,www.creapption.co,Sí,Sí,No,No,1,1,0,0,0,1,1,,0,1,0,
MiCongreso,1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,"Explico, S.A. / Ludiverse Inc.",Empresa privada (no incluye startup),Guatemala,Guatemla,www.ludiverse.net / www.explicoanalytics.com,Sí,Sí,No,No,1,1,1,0,0,0,1,,0,0,1,
Sistema de Gestión de Proyectos de Inversión de la Provincia de Río Negro,3,Desarrollo de nuevas iniciativas,0,1,0,0,1,1,,Econsulting S.R.L.,Empresa privada (no incluye startup),Argentina,Capital Federal,www.econsultingsistemas.com,Sí,Sí,Si,No,1,1,0,1,0,0,0,,0,0,1,
Sistema de Gestión de Proyectos de Inversión de la Provincia de Río Negro,3,Desarrollo de nuevas iniciativas,0,1,0,0,1,1,,Asuntos del Sur,Organización civil sin fines de lucro,Argentina,Villa Elisa/La Plata,www.asuntosdelsur.org,No,Sí,Si,No,1,0,0,0,0,1,0,Apps de Derechos Humanos,0,0,1,
Sistema de Gestión de Proyectos de Inversión de la Provincia de Río Negro,3,Desarrollo de nuevas iniciativas,0,1,0,0,1,1,,Secretaría de Planificación,Ente gubernamental,Argentina,Viedma,http://www.rionegro.gov.ar/?catID=2,No,No,No,No,0,0,0,0,0,0,0,Al ser un organismo de gobierno no cuenta con este tipo de desarrollos.,0,0,1,
LIMAPP,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,0,1,"Turismo, Publicaciones, Publicidad, Economía Compartida",Grupo Limonta,Empresa privada (no incluye startup),Perú,Lima,www.limap.pe,Sí,No,No,No,1,0,0,0,0,1,0,"Turismo, Publicaciones, Publicidad, Economía Compartida",0,1,0,
Comunidad Huerta,1,Desarrollo de nuevas iniciativas,0,0,0,1,0,1,,Comunidad Huerta,Empresa privada (startup),Argentina,Buenos Aires,www.comunidadhuerta.com,Sí,Sí,No,No,1,0,0,0,0,0,1,,1,0,1,
El Hospital a tu Servicio ,1,Desarrollo de nuevas iniciativas,1,1,0,0,1,1,,Centro de Promoción en Salud y Asistencia Familiar (CEPROSAF),Organización civil sin fines de lucro,Honduras,"La Ceiba, Atlantida",www.ceprosaf.org,Sí,No,No,No,0,0,0,0,0,0,0,"Sistema de Monitoreo y Evaluación de Indicadores de proyectos Institucional online, Proyectos ciudadanos contra la corrupcion manejando el tema de transparencia y rendicion de cuentas de cuatro hospitales publicos con acciones offline",0,0,1,
Pleno Ciudadano,1,Iniciativas ya existentes,1,1,0,0,0,0,,Internet of Government (IoG),Empresa privada (startup),México,Ciudad de México,www.iog.digital,Sí,Sí,Si,Si,1,1,1,0,0,1,1,,1,0,0,
